Date,Close/Last,Volume,,,
9/18/2024,$200.71 ,4262138,,,
9/17/2024,$201.39 ,3478472,,,
9/16/2024,$198.47 ,3717845,,,
9/13/2024,$199.93 ,4617153,,,
9/12/2024,$195.98 ,7202609,,,
9/11/2024,$202.41 ,5900537,,,
9/10/2024,$199.80 ,4859354,,,
9/9/2024,$201.17 ,4864161,,,
9/6/2024,$197.45 ,6314390,,,
9/5/2024,$201.55 ,4107424,,,
9/4/2024,$204.00 ,4650377,,,
9/3/2024,$201.83 ,9284026,,,
8/30/2024,$214.34 ,5861054,,,
8/29/2024,$211.09 ,5622771,,,
8/28/2024,$207.74 ,3998131,,,
8/27/2024,$210.69 ,4373541,,,
8/26/2024,$208.25 ,5806059,,,
8/23/2024,$209.88 ,6112011,,,
8/22/2024,$203.77 ,6879862,,,
8/21/2024,$208.37 ,8119265,,,
8/20/2024,$202.54 ,7111388,,,
8/19/2024,$200.66 ,3788910,,,
8/16/2024,$200.53 ,4236423,,,
8/15/2024,$201.93 ,5081858,,,
8/14/2024,$195.61 ,3072159,,,
8/13/2024,$197.25 ,4969235,,,
8/12/2024,$192.06 ,5235891,,,
8/9/2024,$192.21 ,3066476,,,
8/8/2024,$193.30 ,6180403,,,
8/7/2024,$184.07 ,5013015,,,
8/6/2024,$186.95 ,6210869,,,
8/5/2024,$181.19 ,8659937,,,
8/2/2024,$187.46 ,8050367,,,
8/1/2024,$193.33 ,7958468,,,
7/31/2024,$203.81 ,7462408,,,
7/30/2024,$200.99 ,6062562,,,
7/29/2024,$201.88 ,3392032,,,
7/26/2024,$201.99 ,5384831,,,
7/25/2024,$197.15 ,9555415,,,
7/24/2024,$198.28 ,11049130,,,
7/23/2024,$198.29 ,6083324,,,
7/22/2024,$205.88 ,6063824,,,
7/19/2024,$199.10 ,4868045,,,
7/18/2024,$205.87 ,5497229,,,
7/17/2024,$204.26 ,7792512,,,
7/16/2024,$206.62 ,3134425,,,
7/15/2024,$201.76 ,3089498,,,
7/12/2024,$201.87 ,3683813,,,
7/11/2024,$199.99 ,5587869,,,
7/10/2024,$203.62 ,4559539,,,
7/9/2024,$200.16 ,3742464,,,
7/8/2024,$201.47 ,3927094,,,
7/5/2024,$198.79 ,2888139,,,
7/3/2024,$198.94 ,2454756,,,
7/2/2024,$198.42 ,4168677,,,
7/1/2024,$194.60 ,2873627,,,
6/28/2024,$194.53 ,8860990,,,
6/27/2024,$193.43 ,3874462,,,
6/26/2024,$193.10 ,3301042,,,
6/25/2024,$194.47 ,3643324,,,
6/24/2024,$193.91 ,3655725,,,
6/21/2024,$195.53 ,12516980,,,
6/20/2024,$192.76 ,5464850,,,
6/18/2024,$196.25 ,3036898,,,
6/17/2024,$194.90 ,3804892,,,
6/14/2024,$193.90 ,3479253,,,
6/13/2024,$196.28 ,3409915,,,
6/12/2024,$198.98 ,4655709,,,
6/11/2024,$197.44 ,4193168,,,
6/10/2024,$197.62 ,4202663,,,
6/7/2024,$195.61 ,3308561,,,
6/6/2024,$196.24 ,3905498,,,
6/5/2024,$196.08 ,5988587,,,
6/4/2024,$193.30 ,7221712,,,
6/3/2024,$193.72 ,4153475,,,
5/31/2024,$195.01 ,9137321,,,
5/30/2024,$195.68 ,5213789,,,
5/29/2024,$194.91 ,5607779,,,
5/28/2024,$199.60 ,8661036,,,
5/24/2024,$199.18 ,4354367,,,
5/23/2024,$197.29 ,7125387,,,
5/22/2024,$202.54 ,9118976,,,
5/21/2024,$199.01 ,5489098,,,
5/20/2024,$199.20 ,5282834,,,
5/17/2024,$195.02 ,4534186,,,
5/16/2024,$194.97 ,5371803,,,
5/15/2024,$195.53 ,5936831,,,
5/14/2024,$191.13 ,4917533,,,
5/13/2024,$187.82 ,3686290,,,
5/10/2024,$187.05 ,5606758,,,
5/9/2024,$185.32 ,5843369,,,
5/8/2024,$183.95 ,4220877,,,
5/7/2024,$182.67 ,5152889,,,
5/6/2024,$181.67 ,4127444,,,
5/3/2024,$178.91 ,4545090,,,
5/2/2024,$175.80 ,4838314,,,
5/1/2024,$175.20 ,7167749,,,
4/30/2024,$176.42 ,6444290,,,
4/29/2024,$179.29 ,4191467,,,
4/26/2024,$177.48 ,5401860,,,
4/25/2024,$175.25 ,9130782,,,
4/24/2024,$174.81 ,13965890,,,
4/23/2024,$165.47 ,6833629,,,
4/22/2024,$163.43 ,5942368,,,
4/19/2024,$159.68 ,10497550,,,
4/18/2024,$163.67 ,5605636,,,
4/17/2024,$165.70 ,4565125,,,
4/16/2024,$167.59 ,3389021,,,
4/15/2024,$166.35 ,4739475,,,
4/12/2024,$166.33 ,5473566,,,
4/11/2024,$171.20 ,4352053,,,
4/10/2024,$168.92 ,5662835,,,
4/9/2024,$173.46 ,4830902,,,
4/8/2024,$169.46 ,3154031,,,
4/5/2024,$167.50 ,5012314,,,
4/4/2024,$168.53 ,7491331,,,
4/3/2024,$170.34 ,3295848,,,
4/2/2024,$170.36 ,3304454,,,
4/1/2024,$173.17 ,2303229,,,
3/28/2024,$174.21 ,4417751,,,
3/27/2024,$172.87 ,4272356,,,
3/26/2024,$167.91 ,5898325,,,
3/25/2024,$170.85 ,3298599,,,
3/22/2024,$172.48 ,4177222,,,
3/21/2024,$172.59 ,4371638,,,
3/20/2024,$169.98 ,4404623,,,
3/19/2024,$166.76 ,5640195,,,
3/18/2024,$169.21 ,5213780,,,
3/15/2024,$172.52 ,19078800,,,
3/14/2024,$171.14 ,5028425,,,
3/13/2024,$172.68 ,5199464,,,
3/12/2024,$174.80 ,5802633,,,
3/11/2024,$174.19 ,4207280,,,
3/8/2024,$172.30 ,5632577,,,
3/7/2024,$175.27 ,5980433,,,
3/6/2024,$171.87 ,6312914,,,
3/5/2024,$170.64 ,6215628,,,
3/4/2024,$172.44 ,4401620,,,
3/1/2024,$171.05 ,5233691,,,
2/29/2024,$167.33 ,7267203,,,
2/28/2024,$163.04 ,2932981,,,
2/27/2024,$164.94 ,2886598,,,
2/26/2024,$164.30 ,5251308,,,
2/23/2024,$163.69 ,3479112,,,
2/22/2024,$165.43 ,5041241,,,
2/21/2024,$164.08 ,4533892,,,
2/20/2024,$162.74 ,5406180,,,
2/16/2024,$160.38 ,3167711,,,
2/15/2024,$160.71 ,3725291,,,
2/14/2024,$157.87 ,4527974,,,
2/13/2024,$156.85 ,5358099,,,
2/12/2024,$161.08 ,3853010,,,
2/9/2024,$162.40 ,3919501,,,
2/8/2024,$160.21 ,3487727,,,
2/7/2024,$158.77 ,4627927,,,
2/6/2024,$158.37 ,4140045,,,
2/5/2024,$158.90 ,4190141,,,
2/2/2024,$159.20 ,4922637,,,
2/1/2024,$159.69 ,6542100,,,
1/31/2024,$160.12 ,8665418,,,
1/30/2024,$162.05 ,4897565,,,
1/29/2024,$166.04 ,6076587,,,
1/26/2024,$164.09 ,8800892,,,
1/25/2024,$167.42 ,7088245,,,
1/24/2024,$170.07 ,15100360,,,
1/23/2024,$174.34 ,9459441,,,
1/22/2024,$174.83 ,6850732,,,
1/19/2024,$173.65 ,13345820,,,
1/18/2024,$166.91 ,6583726,,,
1/17/2024,$162.42 ,4079212,,,
1/16/2024,$163.88 ,6682863,,,
1/12/2024,$164.87 ,4205204,,,
1/11/2024,$165.60 ,5635776,,,
1/10/2024,$167.25 ,4045246,,,
1/9/2024,$168.63 ,5018646,,,
1/8/2024,$168.54 ,5717461,,,
1/5/2024,$165.10 ,3087213,,,
1/4/2024,$164.47 ,6445742,,,
1/3/2024,$166.74 ,5874964,,,
1/2/2024,$169.26 ,5652458,,,
12/29/2023,$170.46 ,2920688,,,
12/28/2023,$171.72 ,3023027,,,
12/27/2023,$171.23 ,3264990,,,
12/26/2023,$170.81 ,3202291,,,
12/22/2023,$168.24 ,3492393,,,
12/21/2023,$166.81 ,4040341,,,
12/20/2023,$165.18 ,5098714,,,
12/19/2023,$168.50 ,4379410,,,
12/18/2023,$167.42 ,5015234,,,
12/15/2023,$168.64 ,16337400,,,
12/14/2023,$168.78 ,11428510,,,
12/13/2023,$161.81 ,5940939,,,
12/12/2023,$157.92 ,4714513,,,
12/11/2023,$159.97 ,7585468,,,
12/8/2023,$157.03 ,4732348,,,
12/7/2023,$157.68 ,6495354,,,
12/6/2023,$156.05 ,4952260,,,
12/5/2023,$157.25 ,4935654,,,
12/4/2023,$157.42 ,6571960,,,
12/1/2023,$155.21 ,4095482,,,
11/30/2023,$152.71 ,6641361,,,
11/29/2023,$153.20 ,3647300,,,
11/28/2023,$152.90 ,3883801,,,
11/27/2023,$152.60 ,4130717,,,
11/24/2023,$153.59 ,1604823,,,
11/22/2023,$153.93 ,3159895,,,
11/21/2023,$153.43 ,3877626,,,
11/20/2023,$155.54 ,5836927,,,
11/17/2023,$154.62 ,7524305,,,
11/16/2023,$151.89 ,5599386,,,
11/15/2023,$151.87 ,5956977,,,
11/14/2023,$149.93 ,7051748,,,
11/13/2023,$145.87 ,4345362,,,
11/10/2023,$147.19 ,7214782,,,
11/9/2023,$143.27 ,7061219,,,
11/8/2023,$145.22 ,6901416,,,
11/7/2023,$146.59 ,5193010,,,
11/6/2023,$147.50 ,6601403,,,
11/3/2023,$150.23 ,5818945,,,
11/2/2023,$147.31 ,6297931,,,
11/1/2023,$143.17 ,7503183,,,
10/31/2023,$142.01 ,6570280,,,
10/30/2023,$140.50 ,6640802,,,
10/27/2023,$143.12 ,5327541,,,
10/26/2023,$144.01 ,7888829,,,
10/25/2023,$141.79 ,12349210,,,
10/24/2023,$146.92 ,7024355,,,
10/23/2023,$146.32 ,5398179,,,
10/20/2023,$147.81 ,5391732,,,
10/19/2023,$150.94 ,6041145,,,
10/18/2023,$151.82 ,4837519,,,
10/17/2023,$154.26 ,5098968,,,
10/16/2023,$154.30 ,4872249,,,
10/13/2023,$152.75 ,4319208,,,
10/12/2023,$155.00 ,5643258,,,
10/11/2023,$157.33 ,4452444,,,
10/10/2023,$157.66 ,3657353,,,
10/9/2023,$156.72 ,2747012,,,
10/6/2023,$157.00 ,5016308,,,
10/5/2023,$155.11 ,4389286,,,
10/4/2023,$157.97 ,4129857,,,
10/3/2023,$157.25 ,3510651,,,
10/2/2023,$159.95 ,2922379,,,
9/29/2023,$159.01 ,3664791,,,
9/28/2023,$159.09 ,4271372,,,
9/27/2023,$158.14 ,4231071,,,
9/26/2023,$157.96 ,4164141,,,
9/25/2023,$160.90 ,3107793,,,
9/22/2023,$160.31 ,3715338,,,
9/21/2023,$160.40 ,4493118,,,
9/20/2023,$162.10 ,5036116,,,
9/19/2023,$163.14 ,3244356,,,
9/18/2023,$162.83 ,3180098,,,
9/15/2023,$162.62 ,9427916,,,
9/14/2023,$166.05 ,4071651,,,
9/13/2023,$164.36 ,3332041,,,
9/12/2023,$163.49 ,3739933,,,
9/11/2023,$165.84 ,3191988,,,
9/8/2023,$164.66 ,3301166,,,
9/7/2023,$164.71 ,6272137,,,
9/6/2023,$168.05 ,4244027,,,
9/5/2023,$169.74 ,2882213,,,
9/1/2023,$169.83 ,2611217,,,
8/31/2023,$168.06 ,6026550,,,
8/30/2023,$169.23 ,5120446,,,
8/29/2023,$170.69 ,3981704,,,
8/28/2023,$168.70 ,3995144,,,
8/25/2023,$167.81 ,3947531,,,
8/24/2023,$165.59 ,6003381,,,
8/23/2023,$169.83 ,4152923,,,
8/22/2023,$167.11 ,3035656,,,
8/21/2023,$167.95 ,3941844,,,
8/18/2023,$166.49 ,4456135,,,
8/17/2023,$165.76 ,3987752,,,
8/16/2023,$165.72 ,4558390,,,
8/15/2023,$168.16 ,3920921,,,
8/14/2023,$170.48 ,5933710,,,
8/11/2023,$166.20 ,5454824,,,
8/10/2023,$167.56 ,4975328,,,
8/9/2023,$167.27 ,4701612,,,
8/8/2023,$166.73 ,4628036,,,
8/7/2023,$168.96 ,4315754,,,
8/4/2023,$168.44 ,6052788,,,
8/3/2023,$171.80 ,4517386,,,
8/2/2023,$172.44 ,6917229,,,
8/1/2023,$178.37 ,4030712,,,
7/31/2023,$180.00 ,4065391,,,
7/28/2023,$178.37 ,7541197,,,
7/27/2023,$177.72 ,8300542,,,
7/26/2023,$176.00 ,11905070,,,
7/25/2023,$186.08 ,6267820,,,
7/24/2023,$183.89 ,4318723,,,
7/21/2023,$184.32 ,17251740,,,
7/20/2023,$179.92 ,7154611,,,
7/19/2023,$183.67 ,3686040,,,
7/18/2023,$183.68 ,3040587,,,
7/17/2023,$183.40 ,3918501,,,
7/14/2023,$180.85 ,3701290,,,
7/13/2023,$183.12 ,4441186,,,
7/12/2023,$182.37 ,5708636,,,
7/11/2023,$178.82 ,2755827,,,
7/10/2023,$179.44 ,5563177,,,
7/7/2023,$173.70 ,4585392,,,
7/6/2023,$174.82 ,4555430,,,
7/5/2023,$176.53 ,3729345,,,
7/3/2023,$179.76 ,2006740,,,
6/30/2023,$180.02 ,6004384,,,
6/29/2023,$176.79 ,3704912,,,
6/28/2023,$174.96 ,3425399,,,
6/27/2023,$176.31 ,6257767,,,
6/26/2023,$168.75 ,4899753,,,
6/23/2023,$167.68 ,8541837,,,
6/22/2023,$172.63 ,3608284,,,
6/21/2023,$170.48 ,4034292,,,
6/20/2023,$174.36 ,3516105,,,
6/16/2023,$176.76 ,10374680,,,
6/15/2023,$178.09 ,4224200,,,
6/14/2023,$177.12 ,4748485,,,
6/13/2023,$177.41 ,5408141,,,
6/12/2023,$174.04 ,4709261,,,
6/9/2023,$170.59 ,4179209,,,
6/8/2023,$172.23 ,3344038,,,
6/7/2023,$172.00 ,4422680,,,
6/6/2023,$170.36 ,4032555,,,
6/5/2023,$170.26 ,5520407,,,
6/2/2023,$175.23 ,4788025,,,
6/1/2023,$175.81 ,3955414,,,
5/31/2023,$173.88 ,8533952,,,
5/30/2023,$176.55 ,5677278,,,
5/26/2023,$176.29 ,8323156,,,
5/25/2023,$169.62 ,7747221,,,
5/24/2023,$167.07 ,7502471,,,
5/23/2023,$169.74 ,5601445,,,
5/22/2023,$170.86 ,3334026,,,
5/19/2023,$170.11 ,4790622,,,
5/18/2023,$169.81 ,4916286,,,
5/17/2023,$165.34 ,4910377,,,
5/16/2023,$163.38 ,4274097,,,
5/15/2023,$165.26 ,3789239,,,
5/12/2023,$161.88 ,2400809,,,
5/11/2023,$161.17 ,3320551,,,
5/10/2023,$163.05 ,4428851,,,
5/9/2023,$163.00 ,5736844,,,
5/8/2023,$164.22 ,3831469,,,
5/5/2023,$165.82 ,5494735,,,
5/4/2023,$162.30 ,4308975,,,
5/3/2023,$163.35 ,4398787,,,
5/2/2023,$163.94 ,7312375,,,
5/1/2023,$166.68 ,4831344,,,
4/28/2023,$167.20 ,6575445,,,
4/27/2023,$165.27 ,6697905,,,
4/26/2023,$164.46 ,8647518,,,
4/25/2023,$169.39 ,7135959,,,
4/24/2023,$175.90 ,3360148,,,
4/21/2023,$177.02 ,6791989,,,
4/20/2023,$176.62 ,4710817,,,
4/19/2023,$177.08 ,3093937,,,
4/18/2023,$180.32 ,2774688,,,
4/17/2023,$180.05 ,2845828,,,
4/14/2023,$178.98 ,2741962,,,
4/13/2023,$179.11 ,3264278,,,
4/12/2023,$177.55 ,3559513,,,
4/11/2023,$179.87 ,3296864,,,
4/10/2023,$179.42 ,3488605,,,
4/6/2023,$178.12 ,3743004,,,
4/5/2023,$177.20 ,5904915,,,
4/4/2023,$180.40 ,4724858,,,
4/3/2023,$184.16 ,4143112,,,
3/31/2023,$186.01 ,4793263,,,
3/30/2023,$184.24 ,5535754,,,
3/29/2023,$181.04 ,5227056,,,
3/28/2023,$177.49 ,4061636,,,
3/27/2023,$177.05 ,4453284,,,
3/24/2023,$179.51 ,5345460,,,
3/23/2023,$180.28 ,5083351,,,
3/22/2023,$176.32 ,4738006,,,
3/21/2023,$178.41 ,4217471,,,
3/20/2023,$179.16 ,4964600,,,
3/17/2023,$175.71 ,12963340,,,
3/16/2023,$177.13 ,5028811,,,
3/15/2023,$174.39 ,4918346,,,
3/14/2023,$175.73 ,5034839,,,
3/13/2023,$173.89 ,5453565,,,
3/10/2023,$171.64 ,5929653,,,
3/9/2023,$173.44 ,4651329,,,
3/8/2023,$176.22 ,3805624,,,
3/7/2023,$172.06 ,3844102,,,
3/6/2023,$173.05 ,4090107,,,
3/3/2023,$175.68 ,4379301,,,
3/2/2023,$174.08 ,4551116,,,
3/1/2023,$172.17 ,4649847,,,
2/28/2023,$171.45 ,3674501,,,
2/27/2023,$170.74 ,3310192,,,
2/24/2023,$169.14 ,4118305,,,
2/23/2023,$171.82 ,4856743,,,
2/22/2023,$169.80 ,4577366,,,
2/21/2023,$170.76 ,7030305,,,
2/17/2023,$175.32 ,4060826,,,
2/16/2023,$176.08 ,4212375,,,
2/15/2023,$178.50 ,3879696,,,
2/14/2023,$176.34 ,4179180,,,
2/13/2023,$176.71 ,3443194,,,
2/10/2023,$175.79 ,5466363,,,
2/9/2023,$174.99 ,5572007,,,
2/8/2023,$176.50 ,5657703,,,
2/7/2023,$183.49 ,4799857,,,
2/6/2023,$181.00 ,4385743,,,
2/3/2023,$182.29 ,5732193,,,
2/2/2023,$184.72 ,11667110,,,
2/1/2023,$182.10 ,7835838,,,
1/31/2023,$177.21 ,5852445,,,
1/30/2023,$173.13 ,5048954,,,
1/27/2023,$175.24 ,6074904,,,
1/26/2023,$174.10 ,6287866,,,
1/25/2023,$175.04 ,6720689,,,
1/24/2023,$177.04 ,5351620,,,
1/23/2023,$178.17 ,7847635,,,
1/20/2023,$173.00 ,7569929,,,
1/19/2023,$170.93 ,5995727,,,
1/18/2023,$173.76 ,5874261,,,
1/17/2023,$175.40 ,5659395,,,
1/13/2023,$179.01 ,3736703,,,
1/12/2023,$178.13 ,4325138,,,
1/11/2023,$178.87 ,5013866,,,
1/10/2023,$178.40 ,4267839,,,
1/9/2023,$176.68 ,5733948,,,
1/6/2023,$175.16 ,6725941,,,
1/5/2023,$166.93 ,6876953,,,
1/4/2023,$169.17 ,6285339,,,
1/3/2023,$163.21 ,4294135,,,
12/30/2022,$165.22 ,3249053,,,
12/29/2022,$165.02 ,4081576,,,
12/28/2022,$161.19 ,2998550,,,
12/27/2022,$163.78 ,3535587,,,
12/23/2022,$164.38 ,2597000,,,
